URL,TITLE,METADESCRIPTION,KEYWORDS,SOCIALTAGS,COURSENAME,PROVIDER,PRICE,DURATION,CERTIFICATE,INSTRUCTOR,DESCRIPTION,LEVEL,ISVALID?http://open.umich.edu/education/,Find U-M Open Educational Resources | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/resources/umskincheck/2012,UMSkinCheck | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;melanoma;melanoma risk calculator;mobile app;moles;self-examination;skin cancer;skin lesions;UM skin check,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/med-mep/sociocultural-womens-health,Sociocultural Women s Health Standardized Patient Case and Student Guide | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;communication skills;cultural communication;gynecology;negotiation;obstetrics;standardized patient exercise;standardized patients,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/resources/us-healthcare-system/fall2013,Understanding and Improving the US Healthcare System | Open.Michigan,In this course; you will learn about the structure; accomplishments; and shortcomings of the US healthcare system; and how those have prompted attempts at reform. You will also take part in a unique; national group exercise; designed to help you understand how you can improve the US healthcare system.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;health care;healthcare system;U.S. healthcare;University of Michigan Medical School,education;opencourseware;ocw;,Understanding and Improving the US Healthcare System,University of Michigan; Ann Arbor,Free,N/A,No, Matthew Davis,In this course; you will learn about the structure; accomplishments; and shortcomings of the US healthcare system; and how those have prompted attempts at reform. You will also take part in a unique; national group exercise; designed to help you understand how you can improve the US healthcare system., Graduate,?
http://open.umich.edu/education/med/m2/cardio,Cardiovascular | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;arrhythmias;captions;cardiac electrophysiology;cardiac muscle;cardiac valves;cardiovascular;cardiovascular disease;circulatory system;coronary arteries;EKG;heart disease;medicine;Open Educational Resource;pericardium;peripheral vasculature;stroke;videos,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/mep/social-history/2010,The Components of the Social History | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;communication techniques;cross-cultural communication;cultural diversity;gastroenterology;history taking skills;infectious disease;interviewing patients;medical history taking;medical interview;medicine;patient communication;physical diagnosis,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/si/si615/winter2008,SI 615 - Seminar on Digital Libraries | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;cyberinfrastructure;digital archive;digital collections;digital libraries;digital library;digital preservation;scholarly communication;standards,education;opencourseware;ocw;,SI 615 - Seminar on Digital Libraries,University of Michigan; Ann Arbor,Free, Three hour class - once a week,No, Paul Conway,This is a special topics seminar focusing on the current state of “digital libraries” broadly defined., Graduate,?
http://open.umich.edu/education/med/resources/umhs-media-bank,University of Michigan Health System Media Bank | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;health care;images;photos,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/m2/resp/fall2008,Respiratory | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;ARDS;asthma;emphysema;lung cancer;lung disease;newborn respiratory diseases;pneumonia;respiratory,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/med-mep/bipolar-disorder/2011,The Now Coalition for Bipolar Disorder Performance Improvement (PI) CME Activity | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;Agitation;Atypical Antipsychotic;Bipolar Depression;Bipolar Disorder;Collaborative Care;Comorbidities;Euthymia;Hypomania;Lithium;Major Depressive Episode;Mania;Mixed States;Mood Disorders Questionnaire;Mood Stabilizer;PI-CME;Rapid Cycling;screening;Suicide,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/si/si623/winter2009,SI 623 - Outcome-Based Evaluation of Programs and Services | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;data analysis;data collection;evaluation;measurement;outcome based evaluation;outcome evaluation,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/resources/umhs-patient-education-clearinghouse,University of Michigan Health System Patient Education Clearinghouse | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;clearinghouse;education;patient;UMHS,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/med-mep/psa/2012,Training Faculty to do Patient Safety Assessment is Transformative | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;ACGME Competencies;assessment;Faculty Mentor;Group on Educational Affairs;Patient Safety;Residents,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/si/si626/winter2009,SI 626 - Management of Libraries and Information Services | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;information services;management;management practice;organizational behavior;service;service delivery,education;opencourseware;ocw;,SI 626 - Management of Libraries and Information Services,University of Michigan; Ann Arbor,Free, 3 hour lecture; once a week,No, Tiffany Veinot,Information practice demands knowledge of all aspects of management and service delivery. This course introduces selected theories; principles and techniques of contemporary management science; and organizational behavior and their application to libraries and information services., Graduate,?
http://open.umich.edu/education/med/m2/renal2/fall2008,Renal | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;kidney;kidney disease;nephrology;renal failure;urinary tract;urinary tract diseases,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/med-mep/umhs-case-mgmt/2012,University of Michigan Health System: Case Management | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;Hospital;Integrating Quality (IQ);Interprofessional;Process Improvement;Readiness for Reform (R4R);System Integration,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/resources/pediatric-asthma-equipment/2011,Using Asthma Equipment with Children | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;asthma;asthma equipment;pediatric asthma;pediatrics;videos,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/si/si633/winter2009,SI 633 - A Cultural and Material History of the Book from Pre-Gutenberg to Post-Google | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;book authorship;book distribution;book manufacture;book production;cultural history;print culture;special collections,education;opencourseware;ocw;,SI 633 - A Cultural and Material History of the Book from Pre-Gutenberg to Post-Google,University of Michigan; Ann Arbor,Free, Weekly 3-hour seminar,No, School of Information Faculty,This course addresses a number of fundamental questions in European cultural history centered on the book as both material as well as cultural and social object., Graduate,?
http://open.umich.edu/education/med/med-mep/gir-survey/2012,Using the GIR Annual Survey to Identify Trends and Provide Information for Educational Technology Management | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;ePortfolio;Evaluations;Online Exams;Simulations;Survey Technology,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/resources/vaccines/2011,Vaccines 2011 | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;immunization;inoculation;vaccination;vaccines,education;opencourseware;ocw;,Vaccines 2011,University of Michigan; Ann Arbor,Free, An online interactive learning module,No, Cary Engleberg; M.D. Michael Imperiale; Ph.D.,Historically; the notion of immunizing humans against infections actually preceded the development of the germ theory and the discovery of the first scientific vaccine (against smallpox) in the year 1796 by Edward Jenner.,N/A,?
http://open.umich.edu/education/med/m2/psych/fall2008,Psychiatry | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;clinical psychiatry;neurobiology;psychiatric disorders;psychiatry,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/resources/vaccine-investigation-and-online-information-network,VIOLIN: Vaccine Investigation and Online Information Network | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;analysis;database;network;research;vaccine;VIOLIN,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/si/si640/fall2010,SI 640 - Digital Libraries and Archives | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;archival principles;archive;cyberinfrastructure;digital archive;digital collections;digital libraries;digital library;digital preservation;metadata,education;opencourseware;ocw;,SI 640 - Digital Libraries and Archives,University of Michigan; Ann Arbor,Free, 3-hour lecture; once a week,No, Paul Conway,This course focuses on the current state of  digital libraries  from a multidisciplinary perspective. Its point of departure is the possibilities and prospects for convergence of professions and cultures around the notion of digital media and content., Graduate,?
http://open.umich.edu/education/med/med-mep/quality-improvement/2012,Utilizing a Health System s Resources to Improve Training in Quality Improvement for Its 22 Residency Training Programs | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;Institutional;Integrating Quality (IQ);leadership;Quality Improvement;Residency Programs;Residents;Teaching QI;Training,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/m2/neuro/fall2008,Neurosciences | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;nervous system diseases;neuroanatomy;neurologic lesions;neurophysiology;neuroscience,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/med-mep/ovid-medline/2011,Validated Ovid Medline Search Assessment Tool | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;ACGME Competencies;Evidence-based Medicine;faculty development;Graduate Medical Education;MEDLINE;PBL;Practice-based Learning and Improvement;PubMed;Undergraduate Medical Education,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/si/si643/winter2009,SI 643 - Professional Practice in Libraries and Information Centers | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;information environments;information practice;information professionals;librarians;professional librarians;professional practice in libraries,education;opencourseware;ocw;,SI 643 - Professional Practice in Libraries and Information Centers,University of Michigan; Ann Arbor,Free, 3 hour lecture; once a week,No, Joan C. Durrance,This course builds on the conceptual framework of information needs and the use of information provided in SI 501. In that course the focus is on techniques that information professionals use to understand the needs of people who employ a wide variety of information systems. Emphasis is on professional practice., Graduate,?
http://open.umich.edu/education/med/mep/whole-patient/2010,What Patients Bring to the Medical Encounter: Dealing with the Whole Patient | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;cancer screening;communication skills;cultural diversity;health literacy;medical education;patient education;social history,education;opencourseware;ocw;,What Patients Bring to the Medical Encounter: Dealing with the Whole Patient,University of Michigan; Ann Arbor,Free, Case Study and Exercise,No, Monica L. Lypson,(MedEd Portal) The overall objective of this case is to provide students with an opportunity to focus on the important aspects of the social history and how it relates to the current medical issues at hand.,N/A,?
http://open.umich.edu/education/med/m2/musculo2/fall2008,Musculoskeletal | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;bone structure;joint structure;musculoskeletal;musculoskeletal diseases;musculoskeletal system,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/m2/hematology/winter2009,Hematology / Oncology | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;anemia;bleeding disorders;hematology;lymphocyte disorders;oncology;white blood cell disorders,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/resources/palliative-care/2010,Workshops in End-of-Life Training for Health Professionals in Children s Hospitals | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;end of life;faculty development;pediatric palliative care;symptom control;videos,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/si/si645/fall2009,SI 645 / SI 745 - Information Use in Communities | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;community engagement;community information;everyday information use;information needs;information-seeking behavior,education;opencourseware;ocw;,SI 645 / SI 745 - Information Use in Communities,University of Michigan; Ann Arbor,Free, 3 hour lecture; once a week,No, Joan C. Durrance,This course provides an opportunity for students to examine information seeking and use in geographic communities., Graduate,?
http://open.umich.edu/education/med/med-mep,MedEdPORTAL | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/m2/endocrine/winter2009,Endocrine | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;endocrine disorders;endocrine glands;endocrine physiology;endocrinology;glands;hormonal activity;hormone secretion;hormones,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/si/si646/winter2009,SI 646 - Information Economics | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;bundling;digital rights management;DRM;information economics;information goods and services;network externalities;pricing;product differentiation and variety;rights management;versioning,education;opencourseware;ocw;,SI 646 - Information Economics,University of Michigan; Ann Arbor,Free, 3 hour lecture; once a week,No, Mark McCabe,This course provides a strong grounding in the economics of information goods and services. Students analyze strategic issues faced by for-profit and not-for-profit organizations: pricing; bundling; versioning; product differentiation and variety; network externalities; and rights management. This course precedes SI 680., Graduate,?
http://open.umich.edu/education/med/m2/repro/2010,Reproduction | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;abnormal sexual function;breast disease;breast function;fertility;fertility control;human reproduction;human sexuality;infertility;management of infertility;parturition;reproduction,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/si/si655/winter2009,SI 655 - Management of Electronic Records | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;accountability;compliance;electronic records;information resource management;recordkeeping;recordkeeping systems;records management,education;opencourseware;ocw;,SI 655 - Management of Electronic Records,University of Michigan; Ann Arbor,Free, Three hour lecture - once a week,No, David A. Wallace and Margaret Hedstrom,Records are the corporate and cultural memory that provide proof of actions and decisions; build a knowledge-base for reflection and learning; and form a perspective on today s society that we will pass on to future generations., Graduate,?
http://open.umich.edu/education/med/m2/dermatology/fall2008,Dermatology | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;dermatology;medicine;Open Educational Resource;skin disease;skin images,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/si/si657/winter2010,SI 657 / 757 - Information Technology and Global Development | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;developing countries;global development;ICT4D;information policy;information technology;infrastructure development;international development,education;opencourseware;ocw;,SI 657 / 757 - Information Technology and Global Development,University of Michigan; Ann Arbor,Free, 3-hour class; once a week,No, Steven J. Jackson,This course will provide an intensive introduction to the field of information technology and global development; in its historical; policy; and design dimensions. Part One offers a comprehensive overview of key historical and contemporary debates; problems; and issues in international development., Masters; Ph.D.,?
http://open.umich.edu/education/med/m2/gastro/winter2012,Gastrointestinal Diseases | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;captions;digestion;digestive system;gastrointestinal;gastrointestinal diseases;GI tract;liver;medicine;Open Educational Resource;videos,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/si/si675/winter2011,SI 675 - Digitization for Preservation | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;digitization;image conversion;metadata;preservation,education;opencourseware;ocw;,SI 675 - Digitization for Preservation,University of Michigan; Ann Arbor,Free, Seven week course with one class weekly,No, Paul Conway,Digital imaging technologies are replacing the microfilm camera and photocopier as the primary mechanisms for reproducing print and graphic resources. Digitization practices do not necessarily accomplish preservation goals; only a portion of digitization programs in cultural heritage institutions produce preservation-quality results., Graduate,?
http://open.umich.edu/education/med/oernetwork/behaviour-science,Behavioural Sciences | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/oernetwork/dentistry,Dentistry | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/si/si678/winter2010,SI 678 - Preserving Sound and Motion | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;digital re-recording;digital storage;film restoration;media preservation;media production;preservation practices;preservation standards,education;opencourseware;ocw;,SI 678 - Preserving Sound and Motion,University of Michigan; Ann Arbor,Free, weekly 3 hour lectures,No, Paul Conway,This course examines and evaluates the archival field s current preservation standards for storage and duplication. Critical preservation problems—such as nitrate deterioration; color fading; the vinegar syndrome; and irreplaceable formats—are extensively discussed.,N/A,?
